;code;codein;name;high;low;varBid;pctChange;bid;ask;timestamp;create_date
0;USD;BRL;Dólar Americano/Real Brasileiro;5.1174;5.0549;-0.0476;-0.93;5.0607;5.0638;1661547594;2022-08-26 17:59:54
